"Customer details78A Mrs Anu Sampat Shortage of AVML meals Customer did not get her AVML as it was not loaded. On EK 207 we were catered for 14 AVML , however after receiving the PIL  (flight manifest) it showed 60 AVML which the customers had actually pre ordered.  Due to flight cancellation of 207 our KIS tablets had no information about customer details nor catering information to refer to .I only had the menu as a reference and the catering supervisor  . The catering staff also had no much information about this flight due to last minute changes. I only received the PIL just before the last door was closed which was to late to order any meals . what I did realise was that only the waitlisted meals were catered which were 7 CHML instead of 1514AVML instead of 60 and I was missing a Gluten free meal.",Catering-Food
"Shortage of AVML meals  On EK 207 we were catered for 14 AVML , however after receiving the PIL  (flight manifest) it showed 60 AVML which the customers had actually pre ordered.  Due to flight cancellation of 207 our KIS tablets had no information about customer details nor catering information to refer to .I only had the menu as a reference and the catering supervisor . The catering staff also did not have much information about this flight due to last minute changes. I only received the PIL just before the last door was closed which was to late to order any meals . What I did realise was that only the waitlisted meals were catered which were 7 CHML instead of 1514AVML instead of 60 and I was missing a Gluten free meal.Over all we were catered for a full flight but with insufficient special meals.",Catering-Food
" CUSTOMER NOT SATISFIED WITH HER MEALDuring the service customer came to the aft Galey with her meal tray saying that the food was too spicy.She sad she was furious and we should  put a warning if we serve meals that are so spicy.Customer insisted that I taste the food and tell her it was not spicy.Customer Claimed the hot meal(chicken) and the starter(salmon) were both spicy.Customer demanded to have some yoghurt and cheese from J class.Few hours later Miss Jane started yelling at customers around her asking them to quiet down and put their alarms off. She called the attention of the crew to look for the customer who had their alarm on.I stood beside Miss Jane and she kept telling me "" cant you hear the alarm its soo loud""I could not hear any alarm neither could the customers sitting around her.",Catering-Food
"Customer was unhappy with the quality of Seafood meal. During the meal service, cabin crew Tanisha Tyagi, staff number 423701, claimed that Mr Heck was not happy with the quality and content of his Seafood meal.  Tanisha claimed that Mr Heck stated she had given him the wrong meal. When speaking to Mr Heck, he stated that he has noticed a drop on overall meal quality on catering out of Dubai.  Mr Heck stated that seafood meal used to offer a selection of prawns with two or three other grilled seafood in the casserole. Seafood meal contained egg fried rice with fried prawns and mushrooms. Mr Heck claimed that ""the portion of prawns was too small, the rice was not nice and the mushrooms were too soft. ""Mr Heck contact details: Phone: +49698072402Mobile: +491736246628Email: alexander@siemens.com",Catering-Food
"The meals loaded on the aircraft for cabin crew are not enough for everyone.There was 7 hot meals loaded in the whole aircraft (4 pasta and 3 chicken)5 salad boxes with spring beans and white beans inside (1/3 of the box filled) and this supposed to be an alternative healthy meal.5 lettuce plastic traysIn addition to the standard yogurt, and apples, banana and veg / tuna sandwiches (1 tray per galley)The above meals are supposed to be enough for 15 cabin crew for dinner (DXBBLR) and breakfast (BLRDXB)These meals were not even enough for the first sector (Dinner) and they lack variety.Note this turn around is a 9 hours out of base in addition to signing in 2 hours before the flight and 1 hour after the flight. We are away from our accommodation for around 13 hours, awake the whole night.",Catering-Food
"Discrepancy in the food loading.Total PAX in F/class is 5 (five).The top up catering arrived just in time before closing the door despite this flight being a scheduled delayed departure. Extra caviar was brought but no extra condiments for it. Hence for two main meal services we had only one tray of caviar condiments. salad was still for 03 pax. chocolate dessert was of three different kinds. hot canapes' for the top up catering was missing.  second set of flight deck meals and trays were missing. couldn't find them in business or economy.Whatever top up catering arrived was not as per the guidelines for a 05 Pax in a 08pax first class cabin configuration with two main meal services.Mr. Shibin, the aircraft catering officer had no control over the top up stuff sent from Flight catering.",Catering-Food
"Shortage of meal trays in economy Load is 156. Catering supervisor refused to complete checks with the crew, since he claimed he had already checked everything; he had to be prompted and catering was checked by CSVs. During catering checks it was established , as per providers information, that the amount catered is 155 trays. As per catering checks guidelines, we checked one try in each cart for contents and quality, and established the amount of trays, checking all special meals. During the service, we did not have enough trays. I checked all carts in both galleys and there were not enough trays for the customers. 6 customers did not have a tray and that was with 4 customers who did not eat. The amount of hot meals was sufficient for the load.",Catering-Food
"Quality of main course:Customer informed me, while I cleared his tray, that his main course (the chicken picata) was disgusting.I asked the customer if there something more specific regarding the meal that I could write about as feedback.Customer said the chicken was 'raw' and the vegetables were cold.He added that it was the same on his flight from Germany.He also mentioned that emirates standards have dropped and that the entire meal is 'cheap' and that the service has gone down.Customer was quite upset regarding this matter and said that this is the last time he will travel with Emirates.He also mentioned his flight from 2yrs ago where his bag was damaged flying with Emirates, and he said all he got was an email to wrap his bag in the future.",Catering-Food
"VJML ORDERED BUT WASN'T AVAILABLE During catering checks, the catering staff from GLA pointed out that it has been ordered 1 VJML instead of 2 VJML.  When presenting the meal checklist, the number of VJML was 2 but the catering staff in GLA modified to 1 as there was no second meal available. After the flight details were complete on the KIS tablet and the PIL presented at the end of boarding, I printed the stickers and observed that there are 2 VJML. Ms Morrison was traveling with 48E  Mr. Thompson that was having also a VJML ordered. Ms. Morrison specified that she is having a connecting flight and if it's possible to have her meal available on the next sector. the Customer in 48E  Mr. Thompson had the VJML, and Ms. Morrison had the chicken.",Catering-Food
"Customer details 82DAkshay SridharShortage of AVML meals  On EK 207 we were catered for 14 AVML , however after receiving the PIL  (flight manifest) it showed 60 AVML which the customers had actually pre ordered.  Due to flight cancellation of 207 our KIS tablets had no information about customer details nor catering information to refer to .I only had the menu as a reference and the catering supervisor  which he also did not have much information about this flight due to last minute changes. We received the PIL just before the last door was closed which was to late to order any meals . what I did realise was that only the waitlisted meals were catered which were 7 CHML instead of 1514AVML instead of 60 and I was missing a Gluten free meal.",Catering-Food
"RE : VLML.. During Lunch Service, Ms. Wilson mentioned that she had preordered a VLML through her travel agent prior of her traveling.. Ms. Wilson was very upset and abruptly raised her voice when she was informed that there was no VLML catered under her names as per the PIL and on the KIS tablet.. After the service, she was checking her travel itineracies, and she realised that didn't  preordered the VLML on DXBSYD sector.. Ms. Wilson chose the spinach ricotta pastry roll and she was informed that she had to wait for at least 20 minutes for the meal to be heat up (The meal is from the light bite service), and she agreed.. Ms. Wilson apologised to the crew member.. Ms. Wilson would preferred the VLML on her profile for her future flight.",Catering-Food
"Unhappy with Braised Beef Brisket and Panfried dorade and Rasberry CheesecakeMs Pinkerton returned the beef choice and fish choice for the alternative.Customer stated beef is very hard and sticky when chewed. Her family seated on 1F Mr Robert Fouston, Mr Frederick Fouston also returned beef choice but both Mr Fouston's choose chicken choice which was ok.Ms Pinkerton had fish (PanFried dorado)  as alternative, she also returned the fish stated the fish was not good.Ms Pinkerton declined the third offered however she took cheese selections and raspberry cheesecake.Ms Pnkerton had one bite of cheesecake and stated it was not good also.Customer then declined the hot dessert Banana Pithivier but took chocolate and coconut ice cream instead.",Catering-Food
" Incorrect Hot meals for lunch and dinner services  We were serving lunch followed by light bites followed by dinner. For lunch service, we were meant to serve ;        Coconut braised beef short ribs.        Pan fried cod.        Roasted chicken fillet.        Chicken schnitzel and Swiss cheese sandwich. For dinner service, we were meant to serve ;         Chicken with brown rice and nuts.        Shrimps with rice and vegetables.        Lamb with mashed potatoes and vegetables . The first service was lunch. The ovens were loaded with the hot meals of the dinner service. The catering staff told us to use the dinner hot meals for the lunch service. No customers complain at all. ( We did not have menus loaded on this flight anyways ).",Catering-Food
"Food quality and loading Mrs Fabbro highlighted that the main course she had ( Pasta  Penne Pomodoro) was not tasty and lacked any kind of flavour. She also mentioned that this was a very small portion and needed to be bigger. Mrs Fabbro ordered the Omelette for breakfast, however this was not available due to only 2 being loaded and other customers had breakfast as their first meal. She asked for the catering to load more as the cabin only had 6 customers. She claimed that the amount of money paid she should have a choice of meals and not be told that it was not available Mrs Fabbro claimed that the food quality is not that of a first class product and that Qantas may not do everything right, however they do get the food right",Catering-Food
" Please note that on this sector we offered our customers the following services in y/c : ""Light Bites"" including a ""Cheese roll"" sandwich and ""Chocolate cake"", and many customers were asking for ""Beef"" or ""Chicken"" sandwiches stating that the portion was not enough (small sandwich size). About 15 customers asked for additional sandwiches as they were hungry and mentioned that ""Cheese is not food for Africans"". ""Hot Breakfast"" including ""Scrambled Eggs with spinach and chicken croquettes"" and ""Mushroom Omelette with chicken sausages and spinach"", and again customers asked for ""Rice"" and commented that the meal size was not enough asking for more than one casserole each (about 10 customers asked for additional food).",Catering-Food
"During lunch service Mrs. Shnurova who was traveling with her husband ordered Panfried Pacific cod for lunch.Mrs. Shnurova was advised by crew Ana Santos s420225 that we did run out of his preferred choice of meal.Mrs. Shnurova requested for another option which was beef, unfortunately we couldn't accommodate her preference.However, the couple received one of their preferred meal choice.Customer was very upset claiming that its a J/c cabin and they have paid enough money for their preferred meal to be on board.Total meals loaded were 7 beef, 7 pan fried pacific cod, and spicy prawns noodles for 21 customers.Due to customers profile which was Europeans, the local main course (Mee Goreng) was not popular ordered.",Catering-Food
" wrong menu choice  Ms. Sinclair ordered the AVML as a special meal, but she told us she would like to try the vegetarian light bite meal From the menu. We had a vegetarian choice for the light bite as follow : VEGETABLE BURIRITO, Tortilla filled with refried beans, guacamole, sour cream, tomato salad and Mexican rice. We checked the availability, and we offered the vegetarian choice to her, but she told us that there were meat inside. We apologized to her, and we offered her original AVML, but she did not like it, then we offered some vegetarian sandwiches to her.  I personal checked the vegetarian choice, and there was red meat inside. She did not want to have her Breakfast before landing.",Catering-Food
"CAKEAfter receiving PIL and noticed customer had following under his name (on his profile): SPMLEMD 1768209664919 USD30 CONGRATULATIONS TO THE NEWLY WED COUPLE FROM SPEEDWING FAMILY. Asked JC galley operator if she had received anything for the customer. She told me catering had mentioned nothing during checks and she had been unable to locate anything special in the galley. Sent query to ground via VCC. My assumption was that it was paid for champagne but I wanted clarification. Ground replied it was for a cake but it had not been loaded, but gave me the go ahead to offer champagne instead. However when we attempted this customer told us both himself and his wife did not drink alcohol.",Catering-Food
"Catering figures for tonight's flight were poor.I have tried to address the issue with catering supervisor, but I shortly figured that he is not right person to address it with (since he is just making sure that figures on the paper given to him, are matching the physical catering load).We had 6 customers tonight.Menu was featuring Breakfast and the Dinner.Dinner meal load was as follows:Appetizers:  In addition to Caviar, Mushroom soup, and the Salad, there were,  2 mezze plates  2 grilled chicken  4 herb tuna loinMain courses:  2 steaks  2 prawns  1 chicken biryani  1 ravioli  1 poached codTotal of 7 meals were loaded.Breakfast meal load was:  2 omelettes  1 cold plateThat was it.",Catering-Food
Customer claimed there was a hair inside of his yoghurt.The hair was found in what a customer claimed was a sealed yoghurt pot.The hair was found on the surface of the yoghurt and was not fully covered by yoghurt.The hair matched the colour of the customers hair. It was noted by crew that the yoghurts are filled by a machine with little or no human interaction. And given the various states of travel the yoghurt had encountered. It was not likely that the hair was already inside of the yoghurt and on the surface. It was noted the hair was not submerged. However. Obviously the customer claimed it was there when he opened the yoghurt. And the yoghurt was replaced with an apology.,Catering-Food
" FOOD QUALITY AND QUANTITY . Majority of the customers  preferred the LAMB PIE from the menu . The loading was as follow : Lamb pie 11,  CHX dish 8, Salad 7 and Pasta 11. Pasta was the least popular meal option as most of the customers opted for Lamb Pie which was considered substantial compared to others. Customers complained about the quality taste of Nicoise salad and Pasta ( risotto) . ( No detailed feed back given however the meal was returned ) According to Business Class crew member who often do this flight, the meal option and quantity has always been a challenge on this sector and nothing much has been done to improve the ratio and change of light bite options .",Catering-Food
Shortage of prawn curry the nonveg option.Catered percentage is 60%.The non vegetarian option prawn curry was the most popular choice. From Row 44 onwards on LHS and RHS around 40C customers did not receive their meal choice. Certain customers who settled for vegetarian were unhappy about the quality of the option. Customers demanded for prawn curry and the alternative crew meal choices given wasn't accepted.J class meals were not offered due to the large number of passengers requesting for the prawn curry in order to avoid further complaints. Many customers claimed that south India they are not vegetarians. Suggest to increase the non veg  percentage to 70%,Catering-Food
"MS SIPPY COULD NOT EAT HER BREAKFAST AS IT WAS A MEAL WITH RICEMs Sippy stated that she could not have her breakfast as it was 'the same as the dinner'She said that tray items were breakfast but the meal had rice and looked like dinner so she could not eat it, her husband, in 54G was very frustrated and raised his voice, telling me his wife would not be eating for 12 hours and would hungry, he said he needs a reimbursement.Ms Sippy was upset because during the service she had asked the crew for some extra cheese and crackers, the crew said they would have to come back to her because they weren't sure if they would have enough, as they were only on the trays.",Catering-Food
Pls kindly note that Achari Chicken (as written on the casserole foil) was loaded for the flight instead of Roasted Lemon Chicken with chimichurri and barley risotto with tomato and olives.2.The Achari Chicken was curry style and featured Basmati Rice instead of risotto.3.We were catered a total of 12 Achari Chicken casseroles and the rest of the catering was Nargisi Kofta (mutton) and Braised Lamb shanks.4.The Achari chicken was by far the most popular choice and the majority of the customers enjoyed it.5.There were 02 J/C premium cabin customers who preferred to have Roast Lemon Chicken (3A&3B).Those customers were offered alternative meals.,Catering-Food
"CHML Request Miss Alamri told cabin supervisor Noreen 'my child is hungry , she wants her child meal'.Cabin supervisor Noreen told Miss Alamri' certainly , I will just check if you ordered for the meal and I will deliver it to you as soon as possible'.After checking the PIL, cabin supervisor showed Miss Alamri that there was no CHML request indicated.Miss Alamri told Noreen that her husband ordered the special meal.Cabin supervisor Nureen said that 'Maybe your husband forgot to order or maybe it could have been a mistake with the system, however I will offer you the meal we have in the menu'.Miss Alamri choose the chicken for her child.",Catering-Food
" Mr Khan claimed that there was a dirty bowl on his meal tray  During the meal service Mr. Khan claimed that there was a dirty melamine bowl on his tray and also there was a bread with the polyethylene cover on top of the dirty bowl. Customer further stated that he took a picture of this dirty bowl. As my observations, Economy class dinner meal trays consist of a salad bowl, a desert bowl and bread separately on the tray and there was no space for a separate dirty empty bowl on the meal tray and the dirty bowl appeared to look like salad was just consumed as the leftover was still fresh. No further comments received from the customer.",Catering-Food
"TEMPERATURE PROBE STICKS NOT TURNING RED It was noted that on both sectors, meals were taking too long to be heated up. After 35 minutes of heating them, some temperature probe sticks were not completely red, while touching by hand, the meals were very hot. It is presumed that either the meals were loaded frozen; or the temperature probe sticks are too old and/or not work properly. All meals in all ovens were facing the same situation. No oven defects were noted. Ovens were closed and locked while heating up the meals. Service was delayed by 10 to 15 minutes in both sectors. No customers were affected or complained about the delay.",Catering-Food
Feedback on catering supervisor. We were short of two trays for the sector as we had 13 trays and 15 trays. When the galley operator was doing her checks she found the trays inside the cart had collapsed on top of each other and hence started changing the trays to another empty cart. The catering supervisor found her doing so and when she showed her the trays the supervisor immediately went into defensive mode. She claimed that we were blaming her for something that was not her fault and that we should not be asking her. She continued to tell us that she had 14 years of experience and that she knew her job among other statements.,Catering-Food
"TRAY IS TOO FULL, MAKES LOADING DIFFICULT Trays are too full, the bread is big and is loaded where the hot meal has to be placed. Before loading, it takes time to push the bread, or the liner gets displaced while doing this as fast as possible. In a full flight takes up to 20 minutes to re arrange all trays, delaying service. Customers get affected by having the tray unarranged. No complaints were received from customers, but crew struggle always when trays are like this. Eg. From Australia, catering places a small bread on the right side of the tray, making loading very easy and trays are delivered to customers well arranged.",Catering-Food
" Suggesting to change the meal percentage  On today's flight we were offering, Grilled chicken with mashed potatoes And Beef with Noodles for dinner. The meal percentage was 50% for each main course option, however, the Beef option was more popular on today's flight. Suggesting, changing the percentage to 60% Loading for the Beef and 40% for the Chicken. As well, Chicken was not popular as it's served with mashed potatoes, customers would prefer to have it served with steamed white rice instead. Please consider the change.   6 Customers wanted to enjoy the Beef for main course. however, it was declined due to unavailability.",Catering-Food
"Customer, Ms. Hume stated that she requested for Asian vegetarian meal on her 10 previous flights and she did not get her special meal at all.During lunch service, the customer stated that she requested for Asian vegetarian meal online when she booked a ticket.There was no information on the PIL and Asian vegetarian meal was not loaded for the customer.The customer stated that she flew with emirates 10 times, requested for Asian vegetarian meal on every flight and she had never received her special meal.Contact detailsThe customer stated that she would claim to the company by herself and did not provide her contact details.",Catering-Food
"Meal choice unavailable and wrong meal ration information by catering. Both services, BF and LN, meal loading ration provided by catering was not correct. Meal ration Info provided by catering as : BF= Scrambled eggs 40% / Mushroom omelette 60%                                                                      LN = Grilled chicken 60% / Lamb 40% Actual meal ration : BF= Scrambled eggs 20% / Mushroom omelette 80%                                   LN = Grilled chicken 80% / Lamb 20% Due to this unbalance meal loading, around 50 customers did not get their first choice for both service each( Lamb and Scrambled eggs).",Catering-Food
"Cake not provided.On the PIL it is showing ,SPMl cake,In Dxd , on ground the catering Supervisor, Called in front of the J class Supervisor, the catering office to check for the cake.The answer was: ""Special meal, cake not provided as waiting list..""On the KiS tablet, it shows under the Customer 'S profile :WL .Customer informed.J class Supervisor, apologized to Mr Mohamed .J Class Supervisor, showed the KIS tablet ,to Mr Mohamed and explained.Alternative of desserts offered from lounge or from the menu offered to Mr Mohamed.Mr Mohamed , declined .Mr Mohamed , understood, thankful, satisfied by crew efforts.",Catering-Food
"Customer informed crew that he was expecting HNML to be different from the meal from the menu. Customer brought to my attention that he ordered HNML and it was the same chicken hot meal that was on the menu. Customer stated that he expected HNML to be different from the menu options. Customer expected HNML to be ""more spicy and different"". Customer requested to have second hot meal Chicken. When customer wanted to grab attention of the crew, he was tapping them on the upper arm. Customer brought to crew attention that there is no expiry date on the dessert "" carrot kheer"" and stated "" it's scary to eat it"".",Catering-Food
"For the flights DXBKBLDXB, which departs at 11:15 and arrives at 19:00 crew meals were loaded in low quantity for the whole aircraft.In First class cabin (3 people) : 1 hot meal ( pumpkin pasta) , one green salad and 1 box salad, 2 wraps, 3 hot snacks.For Business class crew members (4 people) : 2 hot meals, 1 green salad For Economy class crew members (8 people) : 4 hot meals ( pumpkin pastas, chicken) one green salad, one box salad, 3 chicken hot snacks. The flight included lunch and dinner service for the customers. Please increase load of food for crew members / salad is most popular choice for crew.",Catering-Food
"Menu ChoicesMr Ahmed made some observations about the first class menu.His initial reaction was that it was like 'prison food'He then went on to state that our menu is like a 3 piece dinner suit and old fashioned and stuffy.He says in this day and age we should be having great choices like massive ranges of salads. i.e. Kale, Quinoa, Choices of beans not the bitter salad that he always gets.We should have options like Ben & Jerrys Ice Cream, he mentioned proper comfort food  would be a good option not the same old boring stuffy menu.He mentioned that we need to get on top of things like our competitors.",Catering-Food
" VGML NOT PROVIDED EVERY TIME CUSTOMER FLIES WITH EMIRATES  Mr. Baker informed me that on his last three flights with EK, the VGML that he requested was not provided, and was waitlisted every time.   Mr. Baker is a Skywards frequent flyer and on his profile, it clearly shows that he should have a VGML provided on his flights with Emirates. Informed me that on his previous flight, CSV also wrote a KIS report, however, there was not reply.  He would like someone to contact him regarding this issue.  His email address is: leebb@btinternet.com. Please ensure that a VGML will be provided on future flights.",Catering-Food
"BAD CHOICE OF CREW MEALS In the Crew Cart, we were loaded with two hot meals for Breakfast: Fried Eggs and Congee, then a selection of five sandwiches, some apples and bananas. All crew members in my JC team commented that none of the options looked appetizing and the hot meals were not substantial. The Crew Snacks container was loaded with unhealthy snacks. All food items remained untouched and crew were forced to wait till service's end to eat spare passenger meals. Please consider updating the variety and nutritional value of crew meals, and introduce more substantial hot meals in the crew cart.",Catering-Food
"Customers feedback about Dinner main course Few J/C customers were not happy with Dinner main course Negative feedback about the food quality and presentation Customer in 12B, Ms Awal had fish and returned it back as it is stating she didn't like it Customer in 15D, Mr Choudry changed his main course twice, none of them was good, he initially had fish and found it very salty, then vegetarian that he found it no tasty and the paratha   bread was very dry. Customer in 17D, Mr Palmer didn't like his Vegetarian meal stating it was horrible, he initially requested for lamb however it was not available.",Catering-Food
"AVMLCustomer explained she highly enjoys the curries that are served with the AV meal choice. Customer advised that she feels it's very important to let catering know that the accompaniments (Bread and salad) are not satisfactory at all. She explained that the salad ""looks like It was prepared 2 weeks ago"" the bread ""Is cold and rock hard""She explained that every time she had this tray it is exactly the same and she suggests it needs to be addressed to ensure it no longer happens. Customer was extremely polite and friendly, she explained that it is not acceptable to have food like this.",Catering-Food
" Crew meals quantity Crew were not happy about the crew meals content regarding the quantity.Only one hot meals were provided for each cabin, 2 small Salads only provided for 6 crew in economy.Crew were not satisfied to eat from the customers meals as it was only one choice chicken.2 of the crew in economy were vegetarian, we kept the salad for them.Crew stated it is a CAT 2 for the customers as short flight but it is a whole day for them as crew, specially the crew cart contains were not enough for 6 crew for lunch & dinner regarding the check in time till arriving to Dubai at 11pm.",Catering-Food
 Feedback and change of the special meal  Mrs. Woolsey who is the mother of Miss. Woolsey stated that the content for the child meal is too sweet for a child to have.  She stated that she commented about the quality of the child meal to a crew member who operated that flight. And she claimed that she asked them to make it less sweeter without any sweet on the tray for her child or change her special meal to a normal meal option which contains much less sugary items.  Please change her child meal with much less sugar with no sweets or cancel her child meal order for her entire flight.,Catering-Food
"Customer claims that's LB service is very poornothing to eat.Mr Abuja had HNML preordered however he didn't want to  have it, he preferred choice from menu. He was asked if he wants to cancel it offer declined.After breakfast service (during clearance) customer asked if there are any snacks for himhe was offered savoury crackers along with Jack Daniels and soda water.During LB service Mr Ahuja had his HNML sandwich and he claimed it is very poor service.During the flight Mr Abuja constantly asked for snacks and he was offered savory crackers, bananas and empanadas from LB service.",Catering-Food
" Customer Experience  Customer does not like the chocolates that are served after the meal service.  Customer commented he wish Godiva or Lint will be seen on future flights. Customer requested to have food in between services. Customer requested to have 2 hot meals during the light bites service. Customer continuously using different cabin lavatories (First class). Customer disappointed that we did not wake his children up for the light bites, and not offering him his child's meal to him as a second option. Customer was difficult to satisfied. Customer seems to very disappointed.",Catering-Food
" AVML not ordered During service Mr Aggarwal informed crew that he was to have an Asian vegetarian meal and doesn't eat meat upon investigation an AVML wasn't available or booked for him As around 10 other customers were also facing the same issue, he was offered the vet crew meal  Mr Aggarwal complained that the meal wasn't enjoyable or up to standards he said the pumpkin was "" disgusting""  It was explained that it was the only vegetarian option available  Mr Aggarwal ate the regular cheese and chicken sandwich during the second service after being offered the AVML special tray ",Catering-Food
