description,subcategory
"Customer stood up during take off, and yelled at passengers sat behind him During take off, after crew had passed their secure checks and the take off had begun, the passenger unfasten his seat belt and began speaking at a high volume to the passenger sat behind. Crew member at L3 Katy, instructed the passenger to sit down immediately. After asking serial times, Katy had to leave her seat in order to get the passenger seated for take off. When delivering his SPML, the passenger asked to speak to the supervisor immediately",Passenger Behaviour
-No chocolates were loaded in the J/class preserves/chocolates container. -There were also no chocolates in the F/class galley.,Loading
On ground in DME as we got to the boarding gate we found a customer being attended to by the ground medical personnel. He was lying on the floor and seemed conscious and later saw him being injected and was put on a wheelchair with difficult and was taken away. There was blood on the floor and soiled materials after the medical team left the scene. Later after boarding was complete one crew member advised me that the same customer was on-board seated at 62A together with his wife at 62B. Enquired from the EK ground staff if they knew about the customer and if he had been cleared by the ground medical team fit to travel. EK Ground personnel advised that they were not aware of anything that had happened on ground and offered to accompany me to the customers to help with the translation. The EK ground personnel helped with the translation of which the wife was the one answering all the questions for her husband. She also claimed that he did not have any medical history.,Passenger
-No chocolates were loaded in the J/class preserves/chocolates container. -There were also no chocolates in the F/class galley.,JC Prod / Service
"*F/C Customers were well looked after on KIX-DXB. -F/C customers information was discussed during team talk to ensure personalise service delivery. -All customers were greeted and welcomed by all F/C team from boarding. -There were served promptly as requested , dine on demand concept was explained to and Special champagne was highlighted to. -They were monitored through out the flight. -Customers happily completed the survey forms for the crew. -They were well rested and disembarked happy.",Compliments
*General Feedback* -Mr. Arieta wanted to move to 8K from 8E as he wanted to sleep. -He was fully informed that 8K IFE was inoperative and he voluntarily moved.,Business Class
-Tea and cafe by hand step of the first service was not completed due to moderate turbulance,Economy Class
"-1 hour into the flight as we were about to go into the cabin for tray clearance, we were struck with severe turbulence and was not safe to move around so the crew was seated during the period -P.A. was made in English and Japanese, however 7 customers did not pay attention to our warnings via PA, or verbal and was standing at LR3 area and using toalets",Passenger Behaviour
"*Seat Swap General Feedback* Contact Details: 008109082048920 -On ground, 8JK IFE did not work and could not be fixed by the engineers. -Since they were a couple, we have asked Mr. Fujitani who was originally seated at 9B if he was okay to move to 6K in order to accommodate the seat/ife issue. -Mr. Fujitani agreed to the swap and was given the option to choose between 8D and 6K as 8D also wanted to move to a window seat. Priority was given to Mr. Fujitani. -Seat 6K functions were checked prior to the move. -Mr. Fujitani opted to sit at 6K. -After take-off Mr. Fujitani reported that there was something wrong with his IFE upon take-off.",Business Class
"* Not many customers completed the survey form on KIX-DXB. -Many customers had returned the form incomplete. -In F/C, only one out of three customers completed the form although purser individually explained the purpose the form and requested customers to gave us feedback. -Many Japanese customers didn't complete the form. They asked if there was a Japanese version of the form.",
"*IFE Inoperative* -Due to non-functional IFE, Mr. and Mrs. Masuoka were offered to move from 8JK to 9AB.",Business Class
-During safety and security searches I noticed that 41B seat is self reclining and is not locking in reclined position -Engineer was called while the doors were still opened however could not fix the problem -During boarding time Ms. Hayama brought to crews attention that her seat in broken,Economy Class
*General Feedback* -Mr. Hashan's request to move to a window seat was declined as priority was given to the customers with inoperative IFE. -He understood and there were no complaints raised.,Business Class
"Subject: IFE malfunction for Mr Bacalhau in seat 8B - After take-off, Mr Bacalhau informed the crew that his IFE malfunction and unable to use",Business Class
Hot meal ratio -It has been recurring problems for hot meal ratios for dinner and breakfast. -Current hot meal ratio penne Bolognese 30% and 70% chicken with noodles needs to be changed to Penne Bolognese 40%. -For breakfast current hot meal ratio 50% omelette and 50% chicken noodles. The ratio needs to be changed to 70% omelette. -There are around 10 customer didn't received their hot meal preferred choice omelette PER MEAL CART.,Food
"-During the clearance for dinner service approx. 2 hour after take off when instructed by Captain Guy#321683 for CC to secure themselves on the jumpstart due to expected turbulence, CCYen#455828 together with ccValerio#446318 were seated at MR3 jumps seats, when the AC experience the light turbulence MR3 jump seats pan collapse.",Technical
AVML REQUEST - Mrs. Hamirwasia would like to request for an Asian Vegetarian for her next sector.,Food
"IFE INOP - During flight, Ms. Manalang informed crew that her IFE is not working. - Ms. Manalang IFE and sound can be accessed to a different seat an vice versa.",Economy Class
"IFE INOP - During flight, Mr. Sefilian informed us that his IFE screen is not working. - Crew checked the screen and the screen is on and off with most white blank screen displayed",Economy Class
"HOT BEVERAGES NOT DONE DURING MEAL DELIVERY - During Breakfast service, captain advised crew to suspend the hot beverages as there was turbulence.",YC Prod / Service
"IFE INOP - During flight, Miss Osullivan informed crew that her IFE is not working. - Miss Osullivan's IFE and sound can be accessed to a different seat an vice versa.",Economy Class
"*Linen Lay up and Creased Linen Feedback* -Linen is pressed to such an extent that it is unsightly creased when opened before placing on customers trays. Customer seated at 8A made a comment about creased linen. -New linen delivery with one crew does not work as it does not look professional, linen was sliding off my arm when I tried to open customers tray tables at window seats. -Placing linen as well does not look professional as you are trying to place the linen neatly on the table whilst holding the other stack on your bare.(Some of us don't wear cardigans on board)",JC Prod / Service
"***Full refund due to HHC defective*** -DF 633, HHC 2120373 -HHC defective: touch screen didn't response well. -The customer wanted to pay with a credit card. -HHC chose and completed the full cash payment option.",Equipment
-Customer had her legs on her cabin bag in front of L4 door,Passenger Behaviour
"***Noises disturbing rest in the room*** -Checkin time : Friday 7.30am Room 579 -The hotel located by the corner of traffic inter-junctions of main roads. -The morning traffic noise from vehicles disturbing the rest, both after the flight and before the wake up call. -The hotel room was next to the big tree, noises of many birds disturbed the rest before the wake up call 06.25am -I was waken up by bird noises approximated 05.45 am",Hotel Feedback
Baggage -Mrs Hackley informed the purser during boarding that she was extremely upset that the ground staff took 2bags off her at the boarding gate and placed it in the hold. Contact details: customer declined to provide contact details., Outstation
-The kit bags were loaded in a large plastic bag in the galley.,Loading
-CREW POSITIONS- -crew positions were automatically assigned as per first sector (as on turnarounds).,KIS Application
"***Mugs, linen bag*** -Ran out of mugs at the beginning of breakfast service. -Used the two linen bags already loaded.",Loading
***Shortage drystore *** -Only 15 Illy coffee pods at the start of the flight. -Shortage of sugar for the last service breakfast. -Shortage of Milk Mid flight.,Loading
*** Salmon cold plate *** -Salmon caper cold plate breakfast was loaded in a hot meal dish with unclear handwriting on the cover. -Crew member Jessica thought it was a hot plate and heated it up. -Unable to serve it for breakfast.,Food
Kit bags -The kit bags were placed in one large plastic bag in the galley.,Loading
Crew was observed on both sectors walking in the airport carrying her own bottle of water - pink in colour,Image 
Inoperable IFE -Mr Selvam's IFE was not working after take off. Contact details: customer is a skywards member.,Economy Class
"Customer came to me and to CSV 402527 Desiree stating that customer seated next to her Mrs Amrit 7J is impolite - She placed the dirty linen on her instead of keeping it on the tray - She doesn't let her pass to toilet and she wanted to trip her over - she smells and she keeps farting - she is not happy with her behaviour she wants her to change her seat - otherwise if she continues this way she wants to have police meeting them at the door - Mrs Nayela stated she just had cancer operation and the customer next to her is not supposed to treat her this way customer Mrs .Amrit stated that Mrs Nayela was annoying all night long and moving all the time to toilet - Mrs Amrit stated she never placed the linen on other customer lap, linen fell off the armrest Both customers refused to change seat",General
-Mrs Heba informed us that she found a piece of hair in the chicken hot meal option. Customer declined to provide contact details.,Food
Ms Tsatsaros came forward when closing the last door and shared that he was ready to leave as he was not ravelling and that he just came to the aircraft to find his friend Customer appeared not be lucid and aware of his travelling plans.,Suspicious Behaviour
re - Tempus Equipment Missing - The tempus is missing the child blood pressure cuff - Serial no 000214,EMK/FAK/SEMK/UPK
* UM FEEDBACK* - UM Srichathurya was handed by the ground staff to cabin supervisor . - cabin crew ensured that UM was not seated next to a male customer (she was seated next to her brother) and briefed UM to remain seated during disembarkation as cabin crew would escort her to the door .,Economy Class
"* TEMPUS HEADSET WAS MISSING* - Just before starting breakfast service purser informed cabin supervisor that the Tempus ( SN 000214) headset was missing . - During breakfast service cabin supervisor Ricardo found the missing headset inside the sink in y\c aft galley , probably lost by previous crew who needed to use it.",EquipmentFault
* Miles expiring * - Mr. jetty has been informed about the miles expiring by the end of the month.,Economy Class
re - Mode Controller & Mini Bar - Originally in 1A - 1A's mode controller inop - tried to fix before take off but wasn't able to so moved her to 1K - 1K mini bar lights became INOP after take off,First Class
Item 2097 drawer 1 is defective and broken,Duty Free Items
* Miles expiring * - Mr. Suchdev has been informed about miles expiring by the end of the month .,Economy Class
"This is a message brought by the gold skywards customer Mr Obeid seated at 38K Customer approached me to tell me in Arabic that Rodrigue was hilarious and very friendly he said that he helped him with the IFE which was not working and that he took care of him when he claimed that he is feeling sick . I will add to this email that Rodrigue is active , a team player , always smiling and very friendly . He was observed helping people and very caring , supporting his colleagues in the galleys and in other cabins . he visited all cabins and the cockpit an offered help . I could count on him in few tasks delegated to him .",Compliments
* UM FEEDBACK* - UM Venkatkrishna was handed by the ground staff to cabin supervisor . - cabin crew ensured that UM was not seated next to a male customer and briefed UM to remain seated during disembarkation as cabin crew would escort him to the door .,Economy Class
"***Preferred Seating Arrangement Unavailable*** -Customer highlighted that he is a Platinum member and that he preferred not to have anyone sitting next to him. -Customer asked if there were any two seats empty that he can sit in, which were unavailable on today's flight.",Economy Class
"-Several JC crew brought to my attention their concern for Tamara in regards to her behaviour during flight. -She was observed eating large quantities of food, for example 4-5 hot casseroles, 3-4 muffins and several other items in one sitting. She would eat very quickly then was seen entering the lavatory for approximately 20-30 minutes at a time. -I too did observe that she was eating often and would not be seen or couldn't be found for long periods of time. This did cause a few delays in the service. -There were approximately five separate occasions where this eating then entering to lavatory would occur throughout the flight on both sectors",Peer Support
-Crew member Goncalo operated as MR4A and was assigned to do the safety and security checks for the UR1A position as that crew member was stood down from the flight due to injury,Crew Procedures
* CUSTOMER DID NOT WANT TO HAVE BREAKFAST * - During breakfast service Mr. Duggundi complained that the crew served him a egg frittata but he did not like it . - He said he could not eat this 'shit' and asked for any other meal .,Economy Class
* TRAY TABLE WAS DIRTY* - During breakfast service Ms. Bryanthodges complained that her tray table was dirty .,Economy Class
"re - Boarding Issues - Just want to highlight how poor boarding was from the crew's perspective and customers 1) Had customer complaints that at the gate there was no section for business class, platinum, gold members etc and that it was a free for all and a complete mess 2) Economy customers boarding from UL1 - this is actually my second JFK EK202 where this has happened recently. 3) Double seating issue for 83A", Dubai
"***Preferred Meal Choice Unavailable*** -There was very low supply (25%) and high demand of the omelette meal choice. -Customer was upset that she did not get the omelette meal choice. -Customer stated that this was very disappointing for Emirates. -At the end of meal tray distribution, all omelettes have been given out.",Economy Class
"re - Not Showing as UM - KIS is not showing this child as a UM, but was handed over to the crew with the paperwork etc as a UM", Outstation
re - Yousra Alkindili (421175) CAR No 132168 - Stepping off the bus when arriving for the return flight in JFK Yousra got the hill of her shoe stuck on the step of the bus and fell off/out - Witnessed by Natasha (394199) - Local time 2115 - GMT 0215 - Injured her left leg,Crew
"***Mild Fever*** -During cruise, customer complained of mild aches and pains in the limbs and hot temperature.",Passenger
"re - Incorrect Boarding Pass - Pax was given a boarding pass for seat 83A, but with the name of Saed Abdi on it - She managed to get all the way from check-in to on to the aircraft with it",Airport
***Skywards Miles Expiring***,Economy Class
"* CREW PERFORMANCE * - I would like to highlight the great performance of cabin crew Marc. - On both sectors Marc displayed great attitude towards work and was positive throughout the trip. - Marc assisted all his colleagues when necessary and cabin supervisor , always with a smile on his face . - Marc took over the galley when cabin supervisor was on break doing all the preparations for breakfast service as well as leading the crew during SPML delivery. - Marc looked after UMs and ensuring they were well throughout the flight .",Compliments
"VJML was waitlisted on BNE-DXB flight - please made sure meal is loaded for upcoming flights - Alternative Vegetarian sandwiches were offered and fruits - she drank orange and apple juices duingvthe flight - she was sleeping almost all flight, as she had a full row of three for herself",Economy Class
Please cancel LFML Customer would like a regular meal,Food
Please request a VGML for her upcoming flights DXB-GVA-DXB-BNE,Food
"EMERGENCY EXIT ROW ------------------------- -Ms. Vyas was observed having a seat at 26K ( Emergency Exit ), in front of R3 Door. -She was obese and not supposed to have a seat at an emergency exit row.", Dubai
* UM wellbeing during the flight * - 2 UM and 1 YP boarded the aircraft. - Customers were brought by Ground Staff Eufel s452734. - During the flight UM was looked after by crew member Maman and Rety. - UM was regularly checked by CSV and Purser. - UM was using IFE system and observed enjoying experience. - Crew member updated senior that UMs had a meal and drink during the service. - UM was escorted and handed over to Ground staff in AMD Daudiya s70683., Dubai
"*The flight final downloaded in the KIS application, however after connecting to the Netgear all loads changed and it did not match the final load. *All CSV tablets got the wrong data as well *Flight was showing closed",KIS Application
*On top of decent customer complained that she can not use F/C toilets* -Customer went to F/C to use the toilet however FG1 crew informed her it is not allowed since the original first class customers using the toilets.,Business Class
"*Customer told me that she had been missed by the crew members who were serving the trays in the cabin. *She expressed her further disappointment when she told another crew member that she and the fellow customers who were seated next to her were missed to which she got a reply saying that they had been sleeping. *Ms. Utari also stated that when she asked for a supervisor another crew member asked why. *When I spoke to the customer she was still upset and stated that she didn't want to eat but just wanted some water. *Ms. Utari was repeatedly asked if there was anything I could do to make up for her experience, she stated that 'the feeling' was already there. *She asked for the in flight manager's business card. *She was given a small bottle of water from business class and the feedback card from the facility container. *Crew members admitted to mistakenly missing out the customer, however they stated that they never asked why she asked for the supervisor but inky said ok. *Customers beside Ms. Utari however were indeed fast asleep even throughout the time when I was speaking to her. *On disembarkation she was still complaining about the situation to the business class supervisor. *Please follow up with the customer at this email :- dui.utari@marriott.com",Economy Class
I have checked the OME as per recent ACI.,OME Braille W.Stmt
"UNHAPPY CUSTOMER ------------------------- -Mr. Patel shouted at crew Pooja ( 439208 ) that he ordered AVML, however he did not get it with his wife and family. -As customer seated at the last row of economy, crew informed him that the service started from the front and it will come to him soon. -Customer was not happy about it, claiming that he ordered AVML on the itinerary, however was not listed neither on PIL nor KIS tablet. -Customer asked for my name as he stated that I was responsible for not being able to provide him with AVML.",Economy Class
Customer wanted to connect to the internet using his skyward privilege inflight however was not aware of his promo code.,First Class
"SAFETY NON COMPLIANCE ------------------------------ -During securing the cabin, customer refused to put his seat in the upright position. -When crew insisted for him to do it, he asked the crew to go away.",Passenger Behaviour
Please request a VGML for his upcoming flights DXB-GVA-DXB-BNE,Food
* Wrong list of passengers given for J class * - Customers name did not match PIL. - Second time this issue happened.,KIS Application
"*** Overall F class experience *** - 8 customers travelled in F class to AMD. - Customers escorted to their suite by FG1 and Purser. - Suite functions explained and welcome drink offered. - All pre-departure duties completed prior take off. - Menu was offered on ground and orders taken. - 4 out of 8 customers, who decided to eat, had proffered choice and some customers decided to rest during the flight. - During farewell, customers stated that they enjoyed experience and complimented crew. - Only L2 door was open for disembarkation so Purser asked customers to follow her to the door.",Compliments
Customer was trying to connect inflight however he was not aware of his promo code.,Product Feedback
*Seat tray broken*,Business Class
Customer Mrs Carr found her Evian bottle unsealed in the mini bar. It was full however no seal was visible.,First Class
"Unaccompanied Minor. Miss Cavin was passed on to me by ground staff Rody, staff no: 60634. Assigned to crew member GR2 Laurene Vanden Neste, staff no: 442321. UM preferred to have several sandwiches rather than a main meal. Crew followed up on her from time to time. UM was seated in a three seater by herself. She slept in between services.", Outstation
*Customer seat tray broken*,Business Class
"Customer claimed he and his wife requested a VLML when booking their tickets - During dinner service customer asked for the VLML, they claimed they have requested it through Qantas booking. - Customers were happy with the tray prepared for them - Customer's booking print out did mention a VLML ordered, however in parenthesis stated ""meal choice unavailable on flights QF431 and all EK flights. -",Economy Class
"UNHAPPY CUSTOMER ------------------------ -During tray clearance in the cabin when crew member asked customer if he finished with the meal, customer was upset because he had not finished his meal and threw his headset on the floor. -Crew informed customer that he would not clear his tray until he finished eating. -Before landing when crew securing the cabin, customer claimed that he pressed the call bell twice, however no one came.",Economy Class
* Linen not pressed properly * - Linen was observed to be creased and did not look presentable.,Loading
"Customer wanted to seat on crew blocked seat, when he was told that the seats were blocked for crew he started shouting at crew member Lishi who at that time was dealing with him. Crew member Bilal went to assist when he saw him shouting at Lush, but customer also shouted at him stating that he had worked for 24hrs and that he has a meeting when he Lands he needs to sleep. He stated that he does not understand why we have seats for crew and that crew are here to work. Later on the customer asked for the crew members names saying he was going to raise an official complaint against them.",Economy Class
"*Service Feedback* -The flight was 5 hours, service was Dinner and Express breakfast before landing. -Most of the customer was sleeping, only total of 15 customers had coffee during the express breakfast.",YC Prod / Service
"*Service Feedback* -The flight was 5 hours, service was Dinner and Express breakfast before landing. -Most of the customer was sleeping, only total of 15 customers had coffee during the express breakfast.",YC Prod / Service
-While counting the items upon doing the checks I have noticed that most of the items in the main cart are misplaced in different drawers -For example in drawer 3 there are 2 items missing but drawer 6 has 2 extra ones . -I checked and the total number of items in the cart is correct but the number of items in each drawer is not as all items were misplaced . I tried ranging but there are to many misplacement items. So in conclusion the is NOTHING missing but items are misplaced amount the cart drawers.,Duty Free Items
***Social area fruits and potato chips not loaded*** -The social area fruits and chips were not loaded.,Loading
-During meal service chicken option was unavailable in the cart that crew was doing. Crew said that she will check if there is more chicken option and that she will come back to customer. Customer said that she doesn't want to wait.,Economy Class
-Some drops of water were coming from the ceiling,Economy Class
-Some drops of water were coming from ceiling,Economy Class
Please be advised that Singapore Police (Officer Mustapha Fakhruddin) boarded the plane and made some inquires with regards to cabin crew security searches of catering carts and containers. They inquired as to whether: Catering carts/bars came sealed and if seals were tampered with. Who was responsible for conducting checks of this carts And any documentation that was required to be completed after such checks were completed.,General
***Lost earing**** -Mrs Paul claimed that one of her earing in the seat. -The earing is in glass material and colourful., Dubai
***Shortage on mattresses*** -We have experienced a shortage on mattresses. -We were catered with 34 only.,Loading
"***IFE not working properly*** -During the flight, Mrs Paul reported that her IFE disconnected from the movie that she was watching and went to the news page.",Economy Class
"Wallet got stolen at shopping mall. Wallet consist of all bank cards, UAE ID card, driving licence and few more ID cards.",Theft
Please be advised that crew member Juliana Dubcova s455140 operated as GR1 for this sector. Kindly note for payroll purposes.,Payroll adjustments
***Lost reading glasses*** -Mr Krantz claimed that he lost his reading glasses with the golden case that has his name and mobile number written on. -He stated that he took them out to read the menu. -He also said that he might have left them in the toilet or I took collected it by mistake when I collected his blanket and mattress., Dubai
-Customer said that there should be more at least one western option on this flight. She said that both options have curry and that it is too heavy to eat that on the night flight. -Options for main course are: Ayam masak merah (Malaysian red chicken curry) and Dating masqk kicap (Malaysian style beef),Food
Customer brought his own CPAP without Medical Verification Statement form or a doctor's letter. - He was not able to give an advance notice on Emirates reservations and no letter from the doctor. - Mr. Ramchandani claimed that it is for his sleep apnea. - After take-off he was observed using it while getting ready to sleep.,Crew Procedures
-Delivered Jain meal to Mr. Bagaria during dinner service however he returned the meal as it contained Fish. -The Passenger claimed Jain meal should not contain any meat. -The Passenger took a photo of the meal to report his concern to the company.,Food
STOWED IN BLANKET BAG-Previously --------------------------------------------------------------------------------- -One of blanket bag with used headsets were found on ground in MUC.,Loading
-Customer requested to change Normal CHML to Vegetarian CHML .,Food
"*During the flight customer was sleeping on a seat on mothers lap. *Customer put the hand into the seat and it got stuck. *There was no injuries, cuts or any damages. *Parents claimed that this is common for their child to get stuck due to being restless sleeper.",Passenger
**CAKE FOLLOW UP -Cake and champagne were delivered to customers and polaroid photos were taken -Customers chose to take the cakes with them along with one bottle of the champagne,Economy Class
"**Customer request completed** -Received message from duty manager regarding customer request on buying duty free item. -Customer wanted to buy four of item ""Benefit They're Real Sexy lip kit"" -However on previous flight there was only one loaded and customer bought it. -Duty free department confirmed four of this items will be loaded for customer on our flight. -After take off duty free operator has brought 3 more for customer and she bought it. -Customer was happy to get items.",First Class
**INCORRECT INFORMATION** -entered wrong staff number when transfer duty item #2018 to UR1 crew member # 395045,Equipment
BUSINESS CLASS FLOWERS: No flowers in the business class cabin.,Loading
FROZEN PRAWNS - During dinner service Mr Peng complained with cabin crew Huy An (411027) as he said the prawn from appetizer were almost frozen.,Business Class
Duty Free Items Found - Pink pillow and blanket and perfume found at seat 9F hatrack. Lost and found form: 259863, Dubai
Tea spilled on customer. - crew informed me that she was serving 30B a cup of tea. - customer at 30B took the tea and tilted crew's tray when serving. - tea spilled on Mr. Borda.,Economy Class
"Flight summary - during meal service, customer informed one of the cabin crew that she would like to speak to the supervisor as she thought that her flight experience was not pleasant. - went to her immediately and customer explained to me, why her flight was unpleasant. - customer said that she asked crew Jurgita Seniauskaite #438206 to switch off the air vent and crew Jurgita told customer that she could switch it off by herself. - customer also mentioned that during the meal service, she was one of the first to be served. - crew Jurgita asked her what she wanted to eat, and when customer said that she wanted vegetarian choice, crew Jurgita said that she would be back to her after she had given out the customer who had pre-ordered the vegetarian meal. - customer thought it was not fair as in the menu, there were two choices and yet she could not have the choice that she had chosen. - she also mentioned that if that was the case, Emirates could have just gave 1 option instead of 2. - she also mentioned that Emirates could have mentioned it in the website to customers to pre-order their meals. - customer said that Emirates should come up with a better system for this. e-mail address: nikita.malhotra@hotmail.com",Economy Class
LFML cancellation -customer stated it was the travel agent who requested for the special meal and requested to cancel the LFML,Food
FROZEN PRAWNS - During the flight some customer complained as the prawns on the appetizer were almost frozen.,Food
Please note that most of the customers in F class (11 out of 14) raised complaint of not having Emirates Lounge available for them. Frequent travellers commented that it is now more than one year since the Lounge is being renovated and causes them inconvenience during their transit and before boarding their flight., Outstation
Mr. Sheth had to wait for 10 minutes for vegetarian meal. - customer kept asking crew for his meal during the service. - shortage of vegetarian meal.,Economy Class
"-While the crew were securing the cabin Mrs. Tzoneva asked the crew a cup of coffee. -When the crew informed her that there is no time ,she became very disrespectful stating that the captain will not die if she will have a sip of coffee.",Economy Class
"Mr. Naik was upset when crew gave him the wrong meal choice. - crew told during meal clearance that customer told her that she gave him the wrong meal choice. - he was given mutton instead of vegetarian. - crew told me that he pointed at the menu and crew re-confirmed to him verbally that he wanted mutton. - crew said customer said yes and crew re-confirmed again that it was a non-veg option and customer nodded. - however, during meal clearance customer said to crew that he wanted this (pointed at the menu again). - customer pointed at the dessert.",Economy Class
"IFE INOPERATIVE - Ten minutes after take off, Mr Khan informed us that his IFE is inoperative. - System had been re-set several times, however, unsuccessfully.",Business Class
DIRTY MODE CONTROLLER - During the flight Mr Dulio complained with cabin crew César Silva (414879) as his mode controller was dirty of fingerprints from previous users.,Business Class
"Please note that Mr. Harvey was not happy when he boarded the aircraft as he was not able to seat next to his travel partner, Mrs Ketoglou. Mr. Harvey stated that they made booking six months before and that they requested joint suits on this sector (JFK-MXP).",First Class
-Miss Tarry stated during the dinner service that the beef steak main course was overcooked and very overcooked which made it difficult to cut with the cutlery provided.,Food
"DINNER SERVICE - Expected departure time is 22.20 local time. - Flight time was 7hours and 20 minutes. - The SSQ for the sector offers 2 full services: dinner and hot breakfast. - The cabin was full, however only 29 customers had dinner. - Approximately 40 customers had breakfast.",JC Prod / Service
"-During boarding Ms Bawden informed the crew that she was disappointed with her seat. -Ms Bawden stated ""I fly with Qatar Etihad and emirates and for 16 years I have always sat at a window so that I can sleep on board.' - Ms Bawden stated ' I am so disappointed with the service in airport I will never fly again with emirates.' - Ms Bawden stated ' I booked this through an agentjow is it they don't know what aircraft and how to book me a window seat,'",Business Class
"-Before the dinner service Mr. Lawson came to the galley and he asked for red wine but he smelled of alcohol. -Mr. Lawson informed me that he is a pilot and showed me his license, then he kept asking about the PBE's and fire axe locations. - Mr. Lawson kept telling the crew that he is Frequent flyer and he used to serve him champagne whenever he is flying in Y class. - He asked me to serve him champagne so I informed him when ever he will pay for it we will serve it for him chilled and with nuts, so he asked the crew for red wine.` - Crew served him half glass of red wine. However, while I was serving the dinner he asked me again for another red wine then I served him half glass of wine, then I instructed the crew to monitor him and delay in serving him any drink because his behaviour was wearied. - After the service in 2 hours Mr. Philips seated at 48G he called us complaining that Mr. Lawson was touching Mr. Philips face and hair while they are not travelling even together and they don't even know each other. - When we spoke to Mr. Lawson to stop touching Mr. Philips's head and hair he shouted ""what the fuck is his problem "". - I Explained for Mr. Lawson that he is not allowed to touch other customer's face and hair or touching any customer in general. - Mr. Lawson appeared drunk after his second red wine glass we served him on-board, so I instructed the crew to deny the alcohol drinks for Mr. Lawson.",Economy Class
-On ground the customer was the last one who board the aircraft with his daughter and he was slightly drunk . -He was complaining that the security staff at the gate gave him a hard time and waste his time . -The customer was raising his voice while talking and he was complaining about the kid who was seating at 11J and move to his seat 10K and used the pillow . -The customer was complaining about someone seating in his seat and he was raising his voice . -The customer asked for free upgrade to F/C and refused to seat in J/C in his original seat 10Jand 10JK. -The customer was insisting to seat in F/C.,Business Class
"- customer preferred window seat , customer swapped seat with her friend",Business Class
"- Mrs Veera informed Purswer Harpreet that she was feeling very uneasy (Nausea) , - She did not wanted to eat anything , - She said this happens to her when she has high or low blood pressure , - On checking her blood pressure it was high 193/110 - MIRF number : 410264 .",Passenger
ESPRESSO IN CREW CUP - When seat belt sign came on for landing Mr Failla asked cabin crew Kelly Hanegraaf (410858) an espresso coffee.,Business Class
"-Mr. Mohinderbikramsingh was not happy because during the dinner service he asked the crew member to serve him 4 Dewar's whisky with soda. - Crew member politely served him one Dewar's and explained to him that she will serve him another drink when he finishes the first drink. - When the crew was doing the tea and coffee service he asked her to serve him the a Dewar's whisky again, crew politely informed him when ever we are done with the service she will serve it to him immediately. However, after the service we had moderate turbulence and we got the instruction from the captain to sit down. - After we got released the customer asked to talk to me regarding that incident.",Economy Class
"shortage of vegetarian option. - percentage was 60 percent vegetarian and 40 percent mutton, including the AVML speacial meal. - shortage of 25 vegetarian option.",Food
DIRTY MODE CONTROLLER - During the flight Mr Piazza complained as his mode controller was dirty on the base (red wine).,Business Class
"LSML cancellation -customer informed us it was the agent who requested the meal , customer requested for the LSML to be cancelled",Food
